epoch,weights,biases
500,"[1.206135989663471, -0.44640731924771426, 0.19183886661068217, 1.0810404015413206, -0.5738934650767522, 1.084685373100076, 0.09135462117244274, 0.2037475690486802, 0.18898315853223505, 0.14615011482594178, 0.8264068664585128, 0.42403349184161965, 0.024115515283192054, 1.052234532538952, -1.4636708444820832, 1.0100488890954715, 0.6283441671587193, -0.3319596949387408, 0.30287182509979454, -0.3373767808257636, -0.6655799300966794, -1.0147417265785228, -3.47139577454381e-05, 0.2410274524792083, 0.10075632776405744, -0.42810477729626234, -0.12650824945757613, 0.5449963303241334, -1.2468740694452392, 0.39979200054090747, 0.9038262548678132, 0.1829286441150103, -0.5640683102610797, 0.784320676389303, 0.2312872658716837, -0.6088100478136028, 0.31230532440060793, -0.8475134669795484, 1.8404336487688697, -0.6072809981929811, 0.17732359900732453, 0.537918053194166, 0.8729107803152696, 1.9855307450881128, -0.8042526555862867, -1.0832740389434299, -0.21683493496508618, -1.0831310554580178, -0.5291814987010954, -0.04807217788917971, 0.22507838486860032, 0.16931818031478416, -0.499462982883855, -0.06694652055552046, -0.7525898322033544, 0.06945119214956255, -0.4503100099455974, -0.047201238394495255, 2.214090639419481, 0.18621195426146941, -0.49771042091739537, 1.4739330425859143, 0.09843288331835888, 1.3934645504305678, 1.095470732961197, -0.9644264834723579, 1.2598175257422242, -0.868516173820359, -0.4090499973810833, 0.5287148189250004, -0.756940942533747, -0.5930124807673625, -0.762954632055713, 0.3915639364954439, 0.5600502785823491, 0.535389055858056, -0.992261897240457, 0.22994951558672255, -0.49415592985306644, 0.2601749524612948, -1.0126551422096361, -0.6304134874039924, -0.8797820857622247, -1.8899912038867033, 0.41615404410221674, 0.6844855934403271, -0.5745290042336595, -0.7922105928316667, -1.49299718542605, 0.6626651053751788, 2.2356770068953704, -0.5371297651633481, -1.4942854422601972, -0.40876560695895686, -0.03644591612574006, -1.1849688998234427, -1.055873854832525, 0.7336226773910848, 0.07155726168533016, 0.8407562716412725, -0.5196008390806798, -0.6092176785547936, 1.8434332449538693, -1.0165121744928594, 0.3266942993103224, 1.1997671193537436, -1.600057960962058, -0.22263013296377485, 1.8897866697156358, -0.42125433437886345, 0.7347981199092255, -0.6111460763778965, 2.05815325259564, 0.9414854626041923, 0.02408877595350252, -0.6292197682683255, 1.5918875536963804, 1.2570165643268363, 2.3006210847260604, -0.03172402586235716]","[-2.5053634109006637, -1.2378085186614598]"
500,"[0.440578947821212, 0.5398920552194962, 1.417910500777506, 2.089493182147965, 0.16008966982794098, 0.10736331325291631, 0.15153443644389242, 0.24203784079053312, -0.6690253654006683, 0.2159860468480731, 0.7164144309358491, 0.20543388617299896, 0.10896746185095264, 0.4037520071183436, 0.10537412404655126, 1.774940560122369, -0.5997560822739817, -0.6151410232442345, 1.2685583350819014, -0.5471696066258533, -0.8120013713434411, 0.974044352570549, -0.5862018581299652, -1.115863398449464, -0.35427527673383585, -1.3846424489520734, -0.7962164178898437, 1.3969913699678334, -0.7320632685747755, -0.19169372187716488, 0.0701804552316405, -1.4579862149600693, -1.1655978679350143, 1.183025436852135, 0.75565777096558, 0.15328655798031615, -0.6849706376313813, -0.7733372242104876, -0.035588745738954985, -1.1272062709619182, 0.4568708156990172, 1.0766529315655309, -0.13006850933591924, 0.3181603211274681, 0.19989804302354416, -1.6801240414710383, 0.09413568608758509, -0.43267507594177335, -0.11697337342943248, -0.8723664857587824, 1.434367754560714, 0.6168806317155954, -0.1617033493513609, 0.1598568722272662, -0.4640719582622099, 0.06515873608036246, -0.8673125818249863, 0.24301054780174455, 1.7072933172932099, 0.5854135569457435, -0.9765916954456142, 1.3751305396214273, -0.2264330410577303, 1.0398944706354016, 1.1068851443887577, -1.2193877223188425, 1.1555630959153183, -1.0237439033532925, -0.05507993342989331, 0.5914365135574393, -1.1522915336426771, -0.44490310189643373, -1.37267547748764, 0.37385041343594444, 0.6859967261851967, 0.5353890566359839, -0.9922618969804423, 0.22994951552460935, -0.4941559291639474, 0.2601749517016056, -1.0126551427644301, -0.6304134870769892, -0.8797820862616637, -1.8899912039153157, 0.4161540443561678, 0.6844855934956297, -0.5745290045523818, -0.7922105924676193, -1.4929971858710638, 0.6626651050277984, 1.6243254883637204, -0.27359015089291866, -0.09744631031628559, -1.26843369702381, 0.03615554348903505, 1.0626190609312554, -2.309368296770063, -0.6651359181203084, -0.24389436021171373, 1.1033013928458133, -2.0329399825764343, 0.018919154945353896, 0.9949672249283206, -0.6752847865640419, -0.3963677323036809, 1.199767119173362, -1.6000579607954093, -0.2226301332607953, 1.8897866691988412, -0.4212543329501865, 0.734798119549965, -0.6111460758812632, 2.0581532514853897, 0.9414854621631342, 0.024088776388331398, -0.6292197676866378, 1.591887553050709, 1.2570165646021194, 2.3006210835486005, -0.0317240265563865]","[-2.588231063071582, -0.8991129357461791]"
500,"[0.6553501926454337, -0.5370225891761606, 0.4032573630862285, 0.9393627406516332, 0.36871222902961676, 1.3123957014802312, -0.2695493051979568, 0.039191986031660235, -0.17040244104451777, -0.8206696633669134, 0.8226628486831634, 0.4882512445284845, 1.1875714270831297, -0.1708583620416752, -0.11565597824705796, 0.4892481376118629, 0.37960368660703514, -0.024138892313211337, 0.40314815212582444, -0.46939445687184866, -0.650086500209105, -0.3652729950926118, -0.047354161906814574, -0.9862946767750939, 0.44944079531268094, -1.3750945084854036, -0.3221657941259491, 0.6109108471857158, -1.2863112480000558, -0.4963921070989114, 1.031476710493266, 0.3536652804738381, -0.03043697130665193, 0.44412943862266696, 1.7075676297154498, -0.6419132723181715, -0.2721591398697639, -0.6637878624248144, 1.0571535410460164, 0.4108701476427729, 0.6767316028745542, 1.3875197483324655, 0.1459765295972489, 1.1406711763800268, -0.6043715029245501, -1.9849376626664745, 0.7081515909231545, -1.536447396781446, -0.8200102811714286, 0.011955721283402252, 0.14720403023879336, 0.8877055702192015, -1.0552046469590295, 0.16642533851350133, -0.3973588041433596, -0.06510267742565927, -0.0755067476638792, 0.19720134902131561, 0.8290473445222004, -0.24284884039478016, -0.7114306920741557, 1.5737095815846986, 0.13321604804597645, 1.2506107389237744, 0.8914649272841141, -1.5071972437710308, 1.6840265788622648, -0.8310769282905047, -0.4129704273352419, 0.39374478304349847, -0.6219697075517967, -0.5301522419080219, -0.9759501271511438, 0.47407547379597575, 1.0766406942006994, 0.535389056880512, -0.9922618970915383, 0.2299495157571037, -0.4941559292273705, 0.26017495121176093, -1.0126551430906179, -0.6304134878354273, -0.8797820861010955, -1.889991204240156, 0.4161540443812578, 0.6844855934915737, -0.5745290042135566, -0.7922105926762334, -1.4929971861570068, 0.6626651053212231, 0.197912442409654, 0.34191704457987454, 0.3181176572835956, -0.20011504111333644, 0.6689189154867166, 1.0963630097425818, -2.0491583527882073, -0.13467842639074437, 1.0967746940720273, -0.2505373008089757, -1.3263882761553742, 0.8400806121941451, 1.7870866089780475, 0.5143220790995156, 0.02355739191997245, 1.199767119633865, -1.6000579614523605, -0.2226301337873741, 1.8897866693880132, -0.42125433337359136, 0.7347981204943521, -0.6111460763615909, 2.0581532523614228, 0.9414854631043534, 0.02408877672774082, -0.6292197681213897, 1.5918875543282307, 1.2570165647484468, 2.3006210842672266, -0.03172402638107518]","[-2.4283335748866413, -1.160165685219775]"
500,"[1.2971733694161927, 0.3371885018931108, 0.882156573679136, 0.9504425705607588, -0.9045011469276439, 0.22528682133753064, 0.5666973451849449, 0.3325226049700411, 0.6276526991836349, 0.7735954308791162, -0.6649263763336329, -0.07153283602213469, 1.1442342706380793, -0.34411731524461503, -0.9802383310995681, 1.634053929934666, -0.08442492899436271, -0.6954849270316451, 1.6128261039853105, -0.17899083402814064, -0.6382966740902594, 1.0291727321856468, -0.6283033682107003, -1.5618023994339345, -0.6985557294056645, -1.1034199355198668, -1.3135184396141022, 1.2173721723921906, -0.6649536650994655, -0.19049713195465406, -0.000726048077118914, 0.25738153338172126, -0.6843487182023377, 1.632833306116127, -0.2537128811237726, 0.7390850172894005, -0.8189783748965498, -0.1275242700658597, 0.33543111620097193, -1.1335086010509001, 0.035882307576128716, 0.2826976166146839, 1.2164451601955018, 0.036146042044758867, 0.6334294859227377, -1.4785903235818099, 0.4607561419911833, -0.4713136406775409, 0.05063552165705738, -0.008328364837541919, 1.5404388540429543, 0.560303404388914, -0.3786015088275753, -0.08275004929573704, -0.6647104729936307, 0.3370292609620357, -0.7573458520920823, 0.5030434744518388, 1.4970704073161567, 0.28653786938381565, -1.0132159803648189, 0.8514559575157495, -0.9470342533824841, 1.1009129597530813, 1.6312979243292083, -1.068880249916338, 0.8302792000585738, -0.8700583064012368, 0.5684501907610551, 0.3344880770810583, -0.8085019752202399, -0.4355419728981822, -0.7885925377642229, 0.23598225352298444, 0.7889392523652906, 0.5353890560014607, -0.9922618968119681, 0.22994951564516597, -0.49415592930447844, 0.26017495193052764, -1.0126551425079702, -0.6304134869677728, -0.8797820857025502, -1.8899912037758106, 0.4161540447785823, 0.6844855931076187, -0.574529004516851, -0.7922105920288667, -1.4929971856168536, 0.6626651054357415, -0.3594444565105959, -0.14687137429230102, 0.2011046908511539, -0.7931938561761942, -0.08484016363901013, 0.6049661671323571, -2.6444250990846823, 0.1125466404511643, -0.49144899151227156, -0.2535941891102599, -0.33479105490961475, 0.29412468111205936, 1.0346057242463393, -0.6521194441819718, -1.5729437409334572, 1.1997671189403039, -1.6000579612699317, -0.22263013371100407, 1.8897866687309688, -0.42125433336180995, 0.7347981196192648, -0.6111460773101557, 2.0581532524336064, 0.9414854635211228, 0.024088775490057, -0.6292197677996437, 1.5918875536143668, 1.2570165639974578, 2.300621082239183, -0.03172402628728452]","[-2.484494800480919, -0.9693601468932505]"
500,"[1.2137284013856782, 0.12330836902892377, 0.5846948006411904, 0.7239944324529465, -0.04022414171886245, 1.3001485329353488, -0.3271039831620825, 0.7721650422451285, -0.3934156427926817, 0.5259084588642188, 0.14148422818880568, 1.122724052191234, 0.7962357783411442, 0.6897566287960633, 0.2536640813590015, 0.9284076031735312, -0.487955493777449, -0.7355358976444853, 0.6428587540634101, -0.683737634533885, -0.8479387544084012, 0.5072822723452901, 0.7230734557756632, -2.7375876570932816, -0.28982570928658313, -0.19638436621580613, -1.3753626541396553, 0.6529486190025015, -0.7436724594185881, -0.8387751465770126, 0.25560637620809606, 0.46128417407949857, 0.6888222838972421, 0.8049247317259799, -0.03005333577024819, 0.2778794757020248, -0.5218895953771198, 0.1847381605609563, 1.6812311638544364, -0.32841128772643785, 0.4613293030471184, 0.7368162518464281, 0.5923603743088371, 0.3656320226945823, -1.460437453990059, -2.159038877868732, 0.3505796007050669, -0.44736674302664114, -0.316706277553747, 0.997499310720668, 0.10177808737275275, 0.28826821078450476, -0.34056797153604207, 0.25408391057725094, -0.8924507111345312, 0.5192173144051885, -0.07843396775339526, -0.17305617870141235, 1.0716243429379322, 0.04574629966616423, -0.3090812093839053, 2.0511302915274876, -0.21136084871958064, 0.3853270695588574, 1.0699251525208224, -1.151913215467895, 0.9999887735918253, -0.7377144303491971, -0.6033306407711586, -0.1261787025885311, -1.772024718737527, -0.2728365583655058, -1.5323087943682403, -0.8249196105672023, 1.8139682539832418, 0.5353890571213169, -0.9922618970779754, 0.2299495157943785, -0.49415592893088034, 0.26017495112602873, -1.0126551422500039, -0.6304134872487507, -0.8797820856584149, -1.889991203764706, 0.41615404434177666, 0.6844855932357711, -0.5745290042792993, -0.792210592793619, -1.4929971860912168, 0.6626651054336952, 0.8158443000058443, -0.638576006303368, 0.25866745933414875, -1.1321405555283472, 0.8646018291338637, 0.00761798179784453, -1.9718697219658778, 0.6798861844275684, 0.032822820512405114, 0.800650284177819, -1.258361669567076, 0.44952491595230937, 0.7569028442854825, -0.3680253855603783, -0.8652143501639049, 1.199767119240868, -1.6000579600243718, -0.22263013319159683, 1.8897866694224714, -0.4212543333674663, 0.7347981199602053, -0.6111460763231173, 2.058153252585018, 0.9414854631717143, 0.024088776075288785, -0.6292197674971743, 1.5918875540536797, 1.257016564355088, 2.3006210841459787, -0.031724025948743066]","[-2.3305312097780395, -0.9872805961700006]"
500,"[1.4189972217786102, 0.37807818050064473, 0.2044324692991226, 1.3322389980629357, -0.2140494602739716, 0.7883927321740646, 0.8604218224593162, 0.22114204113351027, -0.865978394778592, 0.5927523191298085, 0.4082703047052988, 0.46870119424181933, -0.06934323710049872, -0.26818186279727835, -0.9752780341895337, 1.9560213672710258, -1.279954022688642, -1.2343256397691145, 1.0711911082967214, -0.3702982253208512, -0.10796068215866564, 1.7753492296721334, -0.2680640842284809, -0.5959021843043053, 0.33412485160278166, -0.38969129904880706, -0.3524899710734854, 0.48895349867250604, -0.7527282275998061, -0.44240535054237534, -0.32364939272909965, -0.43801840112029966, -0.6399057573442033, 0.48520577227720485, -0.5827398961025262, 0.5862300190984763, -0.6025410533768474, -1.306484975312003, -0.38574654774388195, 0.43367696414584544, 1.6662266434885307, 1.634899600655982, 0.2568261959126532, 0.622641183462667, -0.9100702453485566, -1.9594632655832236, 0.02510091221920802, -0.2711119033876314, 0.6330714011190675, -0.4069026229775908, 1.6840439326334498, 0.09425198738041636, 0.10805444876202114, 0.18606652455480305, -0.1588307912541508, 0.7133216921978074, -0.6188679358263145, 0.6533644237100996, 1.5328504260180769, 0.0702013662685875, -0.5161164043163905, 2.3348714242968764, -1.1103394148231942, 0.5872774608802422, 1.5129810581605379, -1.2434491592302979, 1.0261682417303624, -1.232982208204223, 0.7561583006626322, -0.07493088876835714, 0.2601593145976198, -0.5242625905849394, -1.5727876397945724, -0.1761654896828702, 0.09313156978605985, 0.5353890557725096, -0.9922618972235838, 0.22994951561493637, -0.4941559292839976, 0.2601749517436158, -1.0126551423095944, -0.6304134872615506, -0.8797820861542495, -1.8899912036373054, 0.4161540440580539, 0.6844855934910486, -0.5745290044351237, -0.7922105928109249, -1.4929971855414987, 0.6626651056132433, 1.1714770331346116, -0.05448416715589535, -0.0689884440241279, -0.8682428141457815, 0.8311157520384881, -0.4169703909517515, -2.053818785817371, -0.892058126535939, -0.8225009047337036, 0.6337750329295493, -1.214192714940456, 0.38239738577084986, 1.1828047582961634, -0.14206991584986228, 0.3232177170856456, 1.1997671191082788, -1.6000579619278352, -0.22263013223953565, 1.8897866695760177, -0.42125433357706876, 0.734798119749436, -0.6111460758627031, 2.0581532522784145, 0.9414854625954762, 0.02408877694131088, -0.6292197675091985, 1.591887554043868, 1.257016564176682, 2.300621083021026, -0.0317240259188492]","[-2.5330759883760687, -0.9986728998845502]"
500,"[0.6998118315175443, -1.2459609933945612, 0.6938045747383903, 1.2619346730093075, 0.11857121141766548, -0.246837942056932, 0.3758928690506377, -0.2688314431864772, -0.3543277457558614, -0.20421624088737006, 0.7576580644143304, 0.7596466443280846, -0.6271216429017838, 0.7641888497906407, 0.2861664965859755, 0.94990168596209, -0.1531798238680016, 0.36458062756091425, 0.9321794208741004, -1.106978490840491, -0.9490716270022725, 0.5065606811232833, -0.5576306567413297, -1.1429538204038991, -0.5837444691090085, -1.4337573362568574, -0.7567178463718478, 0.6896483973675844, -1.2171329041516077, -0.607626243383466, -0.1771077022219601, -0.8243407073037715, -0.2459401819093036, 0.31294093088118285, -0.3383073577760405, 0.9166432665016279, -0.15393090157907768, 0.20454731212360042, 0.7229394143033233, -1.2460330621910667, -0.5664124273185256, 0.8996313761467881, -0.23486956583325497, 1.3218169250792615, -0.9145106512331043, -1.7559473858905559, 0.08852995302288441, -1.3133175766259118, -0.9422711125884836, -0.4590920901974847, 0.930130588777308, 0.543427805137555, -0.1490450880491544, -0.5526712064052827, -0.6839249708473492, -0.11092725237693096, -0.6365792855499179, -0.014934765428206247, 1.5241057687223305, 0.33271230381996236, -0.8610239393576151, 0.6390292364244008, -0.43300500665858876, 0.9923585292917588, 1.1673732497379907, -1.4191272869247824, 0.9994443062525215, -1.1784013413341734, 0.14539235139589357, 0.4585101311612804, -0.9213514438490702, -0.5523947502699552, -1.2620396823936193, 0.5257103606790939, 0.6968957582055467, 0.5353890572507635, -0.9922618971685953, 0.22994951548550369, -0.4941559297546911, 0.26017495189674367, -1.0126551423173993, -0.6304134875301622, -0.8797820858051341, -1.8899912043172884, 0.41615404500859754, 0.6844855940560329, -0.5745290044265934, -0.7922105924728807, -1.4929971861073423, 0.6626651056912757, 1.4297495264837372, -0.03867739402458402, -0.3399046781203292, -0.6212709775941705, 0.7895352258284193, 0.23751680325982732, -3.0687731082970084, 0.7018359695707722, -0.7508539745776417, 1.0598135270422948, -2.5401995277891496, 0.4825706855138936, 1.6875161690812015, -0.6805980430269234, -1.595607986545309, 1.1997671197589321, -1.6000579601155536, -0.2226301335471451, 1.8897866694206424, -0.42125433288489084, 0.7347981205308775, -0.611146076909889, 2.0581532533075353, 0.9414854634231626, 0.02408877564850351, -0.6292197672462652, 1.5918875544442712, 1.2570165644293463, 2.3006210834622847, -0.03172402636856015]","[-2.4865815372540427, -1.2698149306230018]"
500,"[1.7743086310971987, -0.3112614954480598, 1.3091737918576811, 1.5367267910568667, -0.5214255978414882, 0.6074346485174552, -0.2887604263999404, 0.9127614109414255, -0.48223928767460444, -0.4673118482284828, -0.35425340471559374, -0.2837484151569831, 1.0125876590232397, -0.006890151859001428, -0.38524231144283705, 0.9629075224529375, 0.8623629205107017, -0.7363509583476574, 1.2987017340275575, -0.26421970256243543, -1.0549922716530218, 0.5467889734875822, -0.37682543881019276, -0.8616340934484796, -0.3264191946295648, -0.6795112797456664, -0.8754150946283702, 1.7598742716218037, 0.2723561126383926, -1.0301193959059418, 0.22477616526651456, 1.064703561737158, -0.7290538210186511, 0.5953273635814745, 0.2276212964328137, -0.5488225829071589, -0.861267211247841, 0.2779689331219419, 0.7676050424854379, 0.004957550631532081, 0.7823729309462174, 1.7600336788012658, 0.4523978771663994, 1.0965297554676716, -1.6964104550892163, -1.7277499483718173, 0.5380205173667415, -1.6540564928906991, 0.010925111972481827, -0.07455854541744292, -0.9346232350368554, 0.06434203303853839, -0.42574909758826956, 0.14000988792316146, -0.3652113070544351, -0.13574707405169473, -0.6055822066608635, 0.5241999878715506, 1.693628393598537, 0.33707890367159005, -0.41607754188774276, 0.7414458015130484, 0.03711335407142644, 1.2645389098618516, 1.072663513623226, -1.0975960184234377, 1.0895017050171725, -1.036485976686752, 0.0808061325203866, 0.34253228526002905, -0.6114425883284565, -0.5070214001147537, -0.9795475175903989, 0.035597995892739404, 0.4006605198690956, 0.5353890562547715, -0.9922618973548224, 0.22994951534412209, -0.49415592968287025, 0.26017495179886635, -1.0126551421004717, -0.6304134871527989, -0.8797820858194647, -1.8899912039000581, 0.4161540446043744, 0.6844855933012418, -0.5745290043693175, -0.792210592693269, -1.4929971859336189, 0.662665105164333, 1.3129207066938589, 0.46465734223004845, -0.2044962060459508, -1.1288071848605776, -0.029918156862383867, 0.20593580547949317, -2.2520642086082767, -0.057129212803832014, -0.008419159134957024, 0.3602629328222219, -1.640797027830915, 0.6890950666369463, 1.3735843892158515, -0.7143478229136501, -0.17405430128945987, 1.1997671187242516, -1.6000579601030722, -0.22263013263002984, 1.8897866691088867, -0.42125433385576283, 0.7347981194649292, -0.6111460761892696, 2.058153252647776, 0.9414854625620609, 0.0240887752843512, -0.6292197679879509, 1.5918875534222254, 1.2570165639400797, 2.3006210831411935, -0.03172402566150122]","[-2.347867714378797, -1.1696620806493867]"
500,"[2.1273816241804044, -0.019942654801606022, 0.45247061982240167, 0.0961861138607707, 0.01314153733023772, 0.9591713487925757, -0.9471803337311743, 1.040256284962423, -0.955298279772618, -0.5234004434114697, 0.5588059696762396, 0.438402803793441, 0.12698465983454021, 0.9623540785364875, -0.5801601280753474, 1.4997028279249418, 0.930936323075302, -1.298092940087509, 0.7848173481474536, -0.373747135319207, -0.47746332282046455, 0.4440026225539313, -1.6624068546497421, -0.7802972127694522, 0.7058743150099009, -0.3509296409022106, -0.43869273450526414, -0.4193026206865458, -0.22835134123661024, -0.15688841646310422, 0.2639964620420596, 1.0119332732526507, 0.519242487335182, -0.12867499937963148, 0.09330050377731179, -0.056769391246651195, -0.3106416378342921, -0.09184112336997172, 0.5628932044757438, -0.48359483485836696, 0.8450670309347624, 1.2714880533576831, 0.7077825682474578, 1.6255521973795415, -0.8518209520603607, -2.00159147965602, -0.2442920157141469, -0.6870656738966001, -0.09653814996589692, 0.09542022844188693, 0.7635826919983969, 0.1723031340724366, -0.8020892398946853, 0.7508097147624603, -0.256519720497571, 0.22895928595107062, -0.7534225120332196, 0.17245510211147547, 0.007417184936299113, 0.6725171194687036, -0.21828593675564723, 2.64483961027149, -0.13519969921223376, 2.320981789118471, 0.6614381168329903, -0.14844941604687004, 1.2336634548589493, -0.773440269375059, -0.0898283323860382, 0.7813657542916557, -0.8250202335009306, -0.9730957853864415, -1.2122752427273185, -0.1464751869740223, 0.9984259245268554, 0.5353890563585483, -0.9922618971913799, 0.22994951545101036, -0.4941559294476909, 0.26017495164164073, -1.0126551423055863, -0.6304134872853958, -0.879782085605651, -1.8899912035321522, 0.41615404439624853, 0.6844855932309025, -0.5745290044000189, -0.7922105925185718, -1.4929971855554882, 0.6626651053374557, 0.506198790591387, 1.2591193705602926, 0.2046731540855904, -0.9185344630403358, 0.8957492287711525, -0.16439065708231768, -2.474932893827704, 0.013878800807484699, -0.5522171285658252, 0.07049776426159987, -1.3308525316078788, -0.6548548548177742, 0.5568986835161694, 0.09048389808790623, -0.8304056405156964, 1.1997671197481694, -1.6000579600183396, -0.2226301339696729, 1.8897866692616965, -0.42125433413140406, 0.7347981197635313, -0.6111460763256291, 2.0581532524366177, 0.9414854628908246, 0.02408877534791051, -0.6292197677307365, 1.591887554187464, 1.2570165642758435, 2.3006210830221634, -0.03172402597394867]","[-2.22398722768653, -1.1964304828703722]"
500,"[1.205902092904259, -0.47625526244426725, 1.0186911961053149, 1.0162953614313481, 0.37598349590611535, 0.502924878072036, 0.1323469059103361, 0.7716859478555065, 0.050795066857458375, 0.13660700992790042, 0.4056643477840849, 0.4011631024020093, 0.5564555702872592, 0.7775421814351219, 0.291070607605658, 0.14783861560187628, -0.4769765115128722, 0.05243136483913383, 0.8492574391563836, -0.4294972681724587, -1.5929846409164974, 0.747250627485812, 0.6292613449089568, -1.6254880435918133, -1.7183052945729562, -1.6424308902195754, -0.33945344389367843, 0.8299343225491751, -0.589200916167488, -1.187415721877767, 0.9716124378972322, 0.42134936469153117, -0.3899273044620837, 0.6123502535275107, 1.0489866593642583, -0.32416399143222735, -0.5935180415761507, -0.6088727392096507, 0.9331547598760956, -0.12356441733090985, 0.2757697921308933, 1.8317208236660565, -0.6644691342889499, 1.233920620233253, -0.6962995712322166, -1.564827626086811, 0.3542904425982289, -0.029099758404572372, 0.485784145406938, 0.654005959855953, 1.0646649882926997, -0.579413193700048, 0.37782780797448373, 0.8073656343857647, 0.19107005973274607, 0.5202826965553057, -0.1721808277436105, -0.6785504837562905, 1.7889004621087956, 0.16759582671291398, 1.024971480229458, 1.5682835209763946, -0.6852762708990169, 0.43572406886897513, 1.8494922069085977, -1.0722541320243593, 1.5138799862059036, 0.04294733146324182, -0.13386662024910545, 1.2807584499118485, -0.19686229567148839, -1.4250497893713503, -1.3759734932882473, -0.44440958726734225, -0.22790638591492787, 0.53538905614941, -0.9922618972285246, 0.2299495156046949, -0.4941559299908881, 0.2601749514743845, -1.012655142369503, -0.6304134872841638, -0.8797820856832891, -1.8899912036122284, 0.41615404388685273, 0.684485593483026, -0.5745290042086624, -0.7922105929354161, -1.49299718575399, 0.6626651051501133, 1.4308142418264769, 0.7972753434297416, -0.5087749284842394, -0.8813658751162176, 1.3100098455271156, -0.20322257641856167, -1.8265425746879278, 0.5901452954507798, -0.40226339780235143, 0.24852502862816903, -2.3699098007858845, -0.21602179799372137, 0.062415279157094446, -1.2193073300963466, -0.7447798407985793, 1.1997671190965398, -1.6000579608942553, -0.2226301336315534, 1.8897866688403682, -0.42125433290233016, 0.7347981191025235, -0.6111460758988843, 2.0581532524546566, 0.9414854630432989, 0.024088775806165988, -0.6292197676427697, 1.59188755365528, 1.2570165644628961, 2.300621083814884, -0.031724026071558116]","[-2.331601581140347, -1.2300615473458592]"
500,"[1.1393899949915596, 0.446445527689119, 1.3822104924356058, 1.4406528975303319, -1.0369856874567958, 0.5216900742376779, -0.06623533580097418, 1.1432325151579852, -0.7696222802684601, 0.2759843897021047, -0.33882551576464115, 0.547265924798538, 0.8983660345290613, -0.05077574745422482, -0.2166634429099192, 1.445742750922766, 0.07989309678898211, -0.362643127549987, 0.5539185303007582, -1.3773498942660305, -1.0655534868174132, 0.48355890776390675, -0.9873934258545091, -1.6912334694695355, -0.2759653673218433, -1.467348369562399, -0.5785847697576197, 0.8355720931808751, -1.1547740944856764, -0.2501201916226289, 0.3520773263042232, -0.059976899077709166, -0.3342720884623678, 0.9012665735010312, 0.40866765883313694, 0.588210179128392, -0.4237697638398398, -0.27279322649512094, 0.6556284848884902, -0.5296939109756761, 0.5973009693663445, 0.8338443919355197, -0.4463384949957752, 1.066661090003744, -1.1116619316700613, -1.2088419117104956, 0.5366269438771974, -0.7378568802326592, -0.6549039088968931, -0.5072523934472692, 1.433866427551105, 0.37115132077200175, 0.042919844456812045, -0.2529631556477783, -0.6068426892141445, 0.005327348508695514, -0.6679747073462136, 0.020104743944726233, 1.3652695335376042, 0.7346006633853317, -0.4641534230959738, 1.3652133956234846, -0.4179156981255166, 1.2233036391739305, 1.313745371727596, -1.3486556303182209, 1.5217832123068948, -1.1114196338751248, 0.06869373175058491, 0.31312701916190644, -0.2912951828215386, -0.3317661961535609, -0.9403490221425006, 0.2667940982619739, 1.0086435735344226, 0.5353890558373687, -0.9922618970044518, 0.22994951560364682, -0.4941559299331514, 0.2601749519165097, -1.0126551420328478, -0.63041348661228, -0.8797820861343454, -1.8899912037736912, 0.41615404454762145, 0.6844855940268927, -0.5745290043518452, -0.7922105926872085, -1.4929971860937525, 0.6626651054911756, 0.2389775304031611, 0.0714028348231705, -0.604683670022637, -1.1964483387937412, -0.1646972225798109, 1.132717181717873, -2.4516016453511993, 0.39335141880023405, -0.5156833121105174, 0.41100930791475243, -2.0480312793754396, -0.30934716231352277, 1.343984626480394, -0.7762352424141585, -1.2775818107182275, 1.1997671191218076, -1.6000579602656304, -0.2226301334292145, 1.8897866689977219, -0.4212543336190699, 0.7347981192156022, -0.6111460768632092, 2.058153252861714, 0.9414854624015642, 0.024088774930272856, -0.6292197678271462, 1.5918875537321204, 1.257016564160277, 2.300621083158459, -0.03172402579322058]","[-2.11065435098477, -0.9357338298149959]"
